meta_type,dataset,horizon,seed,run_dir,has_run_done,has_cov_matrix_pdf,has_A_pth,has_stdout_log,mae,mse,cov_loss,rmse,mape,mspe,mre,metrics_source
all,ETTh2,96,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/all/ETTh2/h96/seed2023,True,True,True,True,0.3379214107990265,0.28587982058525085,0.07764522731304169,0.5346773266792297,1.4477331638336182,423.4652099609375,1.4477331638336182,analysis/phase2_qdf_upstream_gate_20260623/raw/all/ETTh2/h96/seed2023/results/long_term_forecast_meta_ml3_ETTh2_96_96_TQNet_ETTh2_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
all,ETTh2,192,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/all/ETTh2/h192/seed2023,True,True,True,True,0.38821953535079956,0.36103692650794983,0.2968590557575226,0.6008634567260742,1.5768262147903442,400.9313659667969,1.5768262147903442,analysis/phase2_qdf_upstream_gate_20260623/raw/all/ETTh2/h192/seed2023/results/long_term_forecast_meta_ml3_ETTh2_96_192_TQNet_ETTh2_ftM_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
all,ETTh2,336,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/all/ETTh2/h336/seed2023,True,True,True,True,0.4223986864089966,0.4075884222984314,0.12221484631299973,0.6384265422821045,1.7180107831954956,430.809814453125,1.7180107831954956,analysis/phase2_qdf_upstream_gate_20260623/raw/all/ETTh2/h336/seed2023/results/long_term_forecast_meta_ml3_ETTh2_96_336_TQNet_ETTh2_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
all,ETTh2,720,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/all/ETTh2/h720/seed2023,True,True,True,True,0.4388217628002167,0.4192184805870056,0.17357994616031647,0.6474708318710327,1.9670287370681763,582.117919921875,1.9670287370681763,analysis/phase2_qdf_upstream_gate_20260623/raw/all/ETTh2/h720/seed2023/results/long_term_forecast_meta_ml3_ETTh2_96_720_TQNet_ETTh2_ftM_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
all,ETTm1,96,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/all/ETTm1/h96/seed2023,True,True,True,True,0.3489746153354645,0.30660635232925415,0.12159207463264465,0.5537204742431641,2.1562538146972656,360.4550476074219,2.1562538146972656,analysis/phase2_qdf_upstream_gate_20260623/raw/all/ETTm1/h96/seed2023/results/long_term_forecast_meta_ml3_ETTm1_96_96_TQNet_ETTm1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
all,ETTm1,192,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/all/ETTm1/h192/seed2023,True,True,True,True,0.37626731395721436,0.35241472721099854,0.28731009364128113,0.5936452746391296,2.2813587188720703,387.0262451171875,2.2813587188720703,analysis/phase2_qdf_upstream_gate_20260623/raw/all/ETTm1/h192/seed2023/results/long_term_forecast_meta_ml3_ETTm1_96_192_TQNet_ETTm1_ftM_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
all,ETTm1,336,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/all/ETTm1/h336/seed2023,True,True,True,True,0.3975178599357605,0.3826006054878235,0.16973713040351868,0.6185472011566162,2.3289430141448975,379.2975769042969,2.3289430141448975,analysis/phase2_qdf_upstream_gate_20260623/raw/all/ETTm1/h336/seed2023/results/long_term_forecast_meta_ml3_ETTm1_96_336_TQNet_ETTm1_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
all,ETTm1,720,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/all/ETTm1/h720/seed2023,True,True,True,True,0.434478223323822,0.44116395711898804,0.22243759036064148,0.6642017364501953,2.522118091583252,435.4696350097656,2.522118091583252,analysis/phase2_qdf_upstream_gate_20260623/raw/all/ETTm1/h720/seed2023/results/long_term_forecast_meta_ml3_ETTm1_96_720_TQNet_ETTm1_ftM_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
all,Weather,96,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/all/Weather/h96/seed2023,True,True,True,True,0.20241579413414001,0.15955513715744019,0.05583681911230087,0.39944353699684143,2.6040198802948,74819.328125,2.6040198802948,analysis/phase2_qdf_upstream_gate_20260623/raw/all/Weather/h96/seed2023/results/long_term_forecast_meta_ml3_Weather_96_96_TQNet_custom_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
all,Weather,192,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/all/Weather/h192/seed2023,True,True,True,True,0.24695400893688202,0.20902083814144135,0.13167434930801392,0.4571879804134369,3.0862560272216797,99389.3046875,3.0862560272216797,analysis/phase2_qdf_upstream_gate_20260623/raw/all/Weather/h192/seed2023/results/long_term_forecast_meta_ml3_Weather_96_192_TQNet_custom_ftM_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
all,Weather,336,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/all/Weather/h336/seed2023,True,True,True,True,0.2885545790195465,0.2647976577281952,0.127803236246109,0.5145849585533142,3.3162975311279297,107512.9140625,3.3162975311279297,analysis/phase2_qdf_upstream_gate_20260623/raw/all/Weather/h336/seed2023/results/long_term_forecast_meta_ml3_Weather_96_336_TQNet_custom_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
all,Weather,720,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/all/Weather/h720/seed2023,True,True,True,True,0.33933302760124207,0.3424716889858246,0.11838244646787643,0.5852108001708984,3.376373767852783,81298.0703125,3.376373767852783,analysis/phase2_qdf_upstream_gate_20260623/raw/all/Weather/h720/seed2023/results/long_term_forecast_meta_ml3_Weather_96_720_TQNet_custom_ftM_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
diag,ETTh2,96,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTh2/h96/seed2023,True,True,True,True,0.34153738617897034,0.2928822934627533,0.22083202004432678,0.5411860346794128,1.4573240280151367,442.9502258300781,1.4573240280151367,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTh2/h96/seed2023/results/long_term_forecast_meta_ml3_ETTh2_96_96_TQNet_ETTh2_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
diag,ETTh2,192,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTh2/h192/seed2023,True,True,True,True,0.3884902000427246,0.36128297448158264,0.35996168851852417,0.6010681986808777,1.5781954526901245,400.73931884765625,1.5781954526901245,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTh2/h192/seed2023/results/long_term_forecast_meta_ml3_ETTh2_96_192_TQNet_ETTh2_ftM_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
diag,ETTh2,336,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTh2/h336/seed2023,True,True,True,True,0.42645344138145447,0.41543421149253845,0.35949236154556274,0.64454185962677,1.7272632122039795,439.87799072265625,1.7272632122039795,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTh2/h336/seed2023/results/long_term_forecast_meta_ml3_ETTh2_96_336_TQNet_ETTh2_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
diag,ETTh2,720,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTh2/h720/seed2023,True,True,True,True,0.4461468458175659,0.43316036462783813,0.4028044044971466,0.6581491827964783,2.017150640487671,637.6495971679688,2.017150640487671,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTh2/h720/seed2023/results/long_term_forecast_meta_ml3_ETTh2_96_720_TQNet_ETTh2_ftM_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
diag,ETTm1,96,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTm1/h96/seed2023,True,True,True,True,0.3515148162841797,0.30959975719451904,0.27916648983955383,0.5564168691635132,2.191222667694092,379.1295166015625,2.191222667694092,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTm1/h96/seed2023/results/long_term_forecast_meta_ml3_ETTm1_96_96_TQNet_ETTm1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
diag,ETTm1,192,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTm1/h192/seed2023,True,True,True,True,0.3772152364253998,0.3539258539676666,0.3516780138015747,0.5949167013168335,2.2836215496063232,389.3719787597656,2.2836215496063232,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTm1/h192/seed2023/results/long_term_forecast_meta_ml3_ETTm1_96_192_TQNet_ETTm1_ftM_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
diag,ETTm1,336,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTm1/h336/seed2023,True,True,True,True,0.4015953540802002,0.3879273235797882,0.3627343773841858,0.6228381395339966,2.3663647174835205,394.5583190917969,2.3663647174835205,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTm1/h336/seed2023/results/long_term_forecast_meta_ml3_ETTm1_96_336_TQNet_ETTm1_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
diag,ETTm1,720,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTm1/h720/seed2023,True,True,True,True,0.4387240707874298,0.4488506019115448,0.43153077363967896,0.6699631214141846,2.533203601837158,441.0852966308594,2.533203601837158,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTm1/h720/seed2023/results/long_term_forecast_meta_ml3_ETTm1_96_720_TQNet_ETTm1_ftM_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
diag,Weather,96,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/Weather/h96/seed2023,True,True,True,True,0.20379231870174408,0.16022072732448578,0.1362377554178238,0.4002758264541626,2.634172201156616,79480.7109375,2.634172201156616,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/Weather/h96/seed2023/results/long_term_forecast_meta_ml3_Weather_96_96_TQNet_custom_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
diag,Weather,192,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/Weather/h192/seed2023,True,True,True,True,0.24687746167182922,0.2088274508714676,0.2054348886013031,0.45697641372680664,3.078887701034546,98164.1640625,3.078887701034546,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/Weather/h192/seed2023/results/long_term_forecast_meta_ml3_Weather_96_192_TQNet_custom_ftM_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
diag,Weather,336,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/Weather/h336/seed2023,True,True,True,True,0.288845032453537,0.2651684880256653,0.25698164105415344,0.5149451494216919,3.356433629989624,110240.125,3.356433629989624,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/Weather/h336/seed2023/results/long_term_forecast_meta_ml3_Weather_96_336_TQNet_custom_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
diag,Weather,720,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/Weather/h720/seed2023,True,True,True,True,0.34151914715766907,0.3440128266811371,0.3281066417694092,0.586526095867157,3.3825440406799316,81990.9375,3.3825440406799316,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/Weather/h720/seed2023/results/long_term_forecast_meta_ml3_Weather_96_720_TQNet_custom_ftM_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
off_diag,ETTh2,96,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/ETTh2/h96/seed2023,True,True,True,True,0.3368741273880005,0.2846951186656952,0.11661222577095032,0.533568263053894,1.438429355621338,417.9740295410156,1.438429355621338,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/ETTh2/h96/seed2023/results/long_term_forecast_meta_ml3_ETTh2_96_96_TQNet_ETTh2_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
off_diag,ETTh2,192,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/ETTh2/h192/seed2023,True,True,True,True,0.388217568397522,0.36103323101997375,0.30029550194740295,0.6008604168891907,1.576804280281067,400.8839111328125,1.576804280281067,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/ETTh2/h192/seed2023/results/long_term_forecast_meta_ml3_ETTh2_96_192_TQNet_ETTh2_ftM_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
off_diag,ETTh2,336,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/ETTh2/h336/seed2023,True,True,True,True,0.42178061604499817,0.40710726380348206,0.14648261666297913,0.6380496025085449,1.7201652526855469,432.62213134765625,1.7201652526855469,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/ETTh2/h336/seed2023/results/long_term_forecast_meta_ml3_ETTh2_96_336_TQNet_ETTh2_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
off_diag,ETTh2,720,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/ETTh2/h720/seed2023,True,True,True,True,0.4375399351119995,0.41727137565612793,0.18882137537002563,0.6459654569625854,1.9661625623703003,576.4204711914062,1.9661625623703003,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/ETTh2/h720/seed2023/results/long_term_forecast_meta_ml3_ETTh2_96_720_TQNet_ETTh2_ftM_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
off_diag,ETTm1,96,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/ETTm1/h96/seed2023,True,True,True,True,0.35198041796684265,0.3112584948539734,0.14873114228248596,0.5579054355621338,2.1829891204833984,362.6869201660156,2.1829891204833984,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/ETTm1/h96/seed2023/results/long_term_forecast_meta_ml3_ETTm1_96_96_TQNet_ETTm1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
off_diag,ETTm1,192,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/ETTm1/h192/seed2023,True,True,True,True,0.37625226378440857,0.35241037607192993,0.29296499490737915,0.5936416387557983,2.2810018062591553,386.8638916015625,2.2810018062591553,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/ETTm1/h192/seed2023/results/long_term_forecast_meta_ml3_ETTm1_96_192_TQNet_ETTm1_ftM_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
off_diag,ETTm1,336,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/ETTm1/h336/seed2023,True,True,True,True,0.39739078283309937,0.3823412358760834,0.19042710959911346,0.6183374524116516,2.32637882232666,377.6392822265625,2.32637882232666,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/ETTm1/h336/seed2023/results/long_term_forecast_meta_ml3_ETTm1_96_336_TQNet_ETTm1_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
off_diag,ETTm1,720,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/ETTm1/h720/seed2023,True,True,True,True,0.43440601229667664,0.4411375820636749,0.238498717546463,0.6641818881034851,2.5217928886413574,435.2903747558594,2.5217928886413574,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/ETTm1/h720/seed2023/results/long_term_forecast_meta_ml3_ETTm1_96_720_TQNet_ETTm1_ftM_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
off_diag,Weather,96,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/Weather/h96/seed2023,True,True,True,True,0.20147953927516937,0.1587863266468048,0.07652337104082108,0.39848002791404724,2.613421678543091,82051.2109375,2.613421678543091,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/Weather/h96/seed2023/results/long_term_forecast_meta_ml3_Weather_96_96_TQNet_custom_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
off_diag,Weather,192,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/Weather/h192/seed2023,True,True,True,True,0.24591653048992157,0.20804840326309204,0.13656581938266754,0.4561232328414917,3.0631749629974365,94068.8359375,3.0631749629974365,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/Weather/h192/seed2023/results/long_term_forecast_meta_ml3_Weather_96_192_TQNet_custom_ftM_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
off_diag,Weather,336,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/Weather/h336/seed2023,True,True,True,True,0.28689029812812805,0.26334482431411743,0.1363421231508255,0.5131713151931763,3.3209190368652344,110899.9453125,3.3209190368652344,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/Weather/h336/seed2023/results/long_term_forecast_meta_ml3_Weather_96_336_TQNet_custom_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
off_diag,Weather,720,2023,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/Weather/h720/seed2023,True,True,True,True,0.3403358459472656,0.3436903953552246,0.1284680813550949,0.5862511396408081,3.3849949836730957,81775.875,3.3849949836730957,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/Weather/h720/seed2023/results/long_term_forecast_meta_ml3_Weather_96_720_TQNet_custom_ftM_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/metrics.npy
