dataset,arm,epoch,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,pred_loss_mode,prefix_samples,val_mean_mse,lr,epoch_seconds
ETTh2,prefix_conditioned_stochastic_k2,1,0.7505592482279887,0.4407558762921696,0.5384538058949783,0.21562892475486856,0.9417444712820306,stochastic-prefix,2,0.40602218732237816,0.0005,9.539402484893799
ETTh2,prefix_conditioned_stochastic_k2,2,0.6436843484376384,0.42019258188990366,0.5154582491490693,0.13121188155053992,0.9227988387631104,stochastic-prefix,2,0.40147826448082924,0.0004877641290737884,10.451835870742798
ETTh2,prefix_conditioned_stochastic_k2,3,0.5938477146942004,0.4032161251633568,0.5075140938294672,0.0989085166855196,0.9172307358378857,stochastic-prefix,2,0.4100929908454418,0.0004522542485937369,10.403813600540161
ETTh2,prefix_conditioned_stochastic_k2,4,0.5695253523577631,0.40237291249553714,0.5016285893136421,0.07580882609220205,0.9134361343046206,stochastic-prefix,2,0.4183226525783539,0.0003969463130731183,10.143760919570923
ETTh2,prefix_conditioned_stochastic_k2,5,0.5469718680972546,0.4008481688467802,0.495405252792139,0.055031317030697795,0.9109238161977413,stochastic-prefix,2,0.42109285295009613,0.00032725424859373687,10.126300573348999
ETTh2,prefix_conditioned_stochastic_k2,6,0.5331754833459854,0.4037237348018494,0.4962948617418255,0.03853516704279237,0.909165797244131,stochastic-prefix,2,0.4366981200873852,0.00025,10.198264837265015
ETTh2,prefix_conditioned_stochastic_k2,7,0.5128759558485673,0.3930660742046559,0.4864131590697618,0.029061824511901466,0.9074805563530036,stochastic-prefix,2,0.43576278910040855,0.00017274575140626317,10.114032745361328
ETTh2,prefix_conditioned_stochastic_k2,8,0.507053540739338,0.3940700560280707,0.4874099214783812,0.022394188259423308,0.9058929560458766,stochastic-prefix,2,0.4298138841986656,0.00010305368692688174,10.515435695648193
ETTh2,prefix_conditioned_stochastic_k2,9,0.4957422023325895,0.3857536119433631,0.48217216318687506,0.019507514700227605,0.9048107516976585,stochastic-prefix,2,0.4357958845794201,4.7745751406263163e-05,10.40517520904541
ETTh2,prefix_conditioned_stochastic_k2,10,0.4974371761874815,0.3891593166420945,0.47990034230514966,0.017841458423640086,0.9043640045993095,stochastic-prefix,2,0.4333885982632637,1.2235870926211617e-05,10.202343225479126
ETTh2,target_set_decoder_multiprefix,1,0.7487507953053028,0.43930294041612505,0.5351229899488719,0.21527886806072388,0.9416898518009523,multi-prefix,1,0.40653469040989876,0.0005,12.217254638671875
ETTh2,target_set_decoder_multiprefix,2,0.6381658171921705,0.4152344796246132,0.5124774435452656,0.13068991302784566,0.9224142611554239,multi-prefix,1,0.4031967483460903,0.0004877641290737884,11.978458166122437
ETTh2,target_set_decoder_multiprefix,3,0.5979662818455063,0.4080694936281812,0.5035815051699106,0.09821784163338948,0.916789475795442,multi-prefix,1,0.41820868104696274,0.0004522542485937369,12.403834581375122
ETTh2,target_set_decoder_multiprefix,4,0.5682827231630815,0.40227238398737614,0.49615843765503537,0.07470423360643662,0.9130610475497963,multi-prefix,1,0.4221048131585121,0.0003969463130731183,12.357893943786621
ETTh2,target_set_decoder_multiprefix,5,0.5420156936202429,0.3974387399126998,0.48953042752974857,0.05350880689127783,0.9106814695143066,multi-prefix,1,0.4201151803135872,0.00032725424859373687,12.025643587112427
ETTh2,target_set_decoder_multiprefix,6,0.5269977100918778,0.39919097985314056,0.4898044842798098,0.03691961670673526,0.9088711092429879,multi-prefix,1,0.4529101364314556,0.00025,12.037034034729004
ETTh2,target_set_decoder_multiprefix,7,0.507759994505781,0.38950389584081363,0.47957687818371086,0.027553080441018122,0.907030167305364,multi-prefix,1,0.44527531787753105,0.00017274575140626317,12.660168886184692
ETTh2,target_set_decoder_multiprefix,8,0.5003158959139765,0.388662458916681,0.4808027855062907,0.02111909701694957,0.9053433693088262,multi-prefix,1,0.43062107637524605,0.00010305368692688174,12.667375087738037
ETTh2,target_set_decoder_multiprefix,9,0.4950717481891666,0.38637402165780027,0.47512752569354744,0.018273742564550017,0.9042398307175763,multi-prefix,1,0.44543564692139626,4.7745751406263163e-05,12.089123725891113
ETTh2,target_set_decoder_multiprefix,10,0.49093650096813135,0.3837627326756452,0.47276567436952505,0.016795590878423073,0.9037817518795486,multi-prefix,1,0.44248610734939575,1.2235870926211617e-05,11.881689310073853
ETTm2,prefix_conditioned_stochastic_k2,1,1.405863037901035,0.3318629637360573,0.3972618907948949,0.13638096310658573,0.9376191126909035,stochastic-prefix,2,0.1805050577968359,0.0001,37.27847146987915
ETTm2,prefix_conditioned_stochastic_k2,2,1.287761572360072,0.3165789051664612,0.384614821883012,0.07611027180889629,0.8950723932631688,stochastic-prefix,2,0.1812611110508442,9.755282581475769e-05,38.26621222496033
ETTm2,prefix_conditioned_stochastic_k2,3,1.2569778187624736,0.3136162346365599,0.381315254595519,0.05801846738545131,0.8853431169130628,stochastic-prefix,2,0.18126567266881466,9.045084971874738e-05,36.15940070152283
ETTm2,prefix_conditioned_stochastic_k2,4,1.2401796781878673,0.31132897866968945,0.37911255375759023,0.046527364068308624,0.8823233356692156,stochastic-prefix,2,0.17971711233258247,7.938926261462366e-05,37.566734075546265
ETTm2,prefix_conditioned_stochastic_k2,5,1.2302658137897726,0.31091589845975853,0.37727437122333,0.037832271536042676,0.8815176446695585,stochastic-prefix,2,0.1812237873673439,6.545084971874738e-05,36.387460470199585
ETTm2,prefix_conditioned_stochastic_k2,6,1.2215435547488076,0.30899565606503876,0.375593869497417,0.03102442088022713,0.8815234771796635,stochastic-prefix,2,0.18437001667916775,5e-05,40.46946620941162
ETTm2,prefix_conditioned_stochastic_k2,7,1.2157933167739263,0.30816838090599274,0.3749771330750127,0.025870036972060972,0.8817548992320837,stochastic-prefix,2,0.18050664104521275,3.4549150281252636e-05,41.54574012756348
ETTm2,prefix_conditioned_stochastic_k2,8,1.21218545729129,0.3079165434860355,0.37403642914067364,0.022366644408280553,0.8819022695875536,stochastic-prefix,2,0.18220363929867744,2.061073738537635e-05,37.90691041946411
ETTm2,prefix_conditioned_stochastic_k2,9,1.210910811502501,0.3086147526545184,0.37355701674250563,0.02034061960875988,0.8819554404977666,stochastic-prefix,2,0.18156013078987598,9.549150281252633e-06,36.261287689208984
ETTm2,prefix_conditioned_stochastic_k2,10,1.2082593002604702,0.3068865315995852,0.37338963921926194,0.019448317826499004,0.8819244491892893,stochastic-prefix,2,0.18182425759732723,2.4471741852423237e-06,38.76755881309509
ETTm2,target_set_decoder_multiprefix,1,1.4012329991489765,0.3304754514175262,0.3948005856406735,0.1345439231073534,0.9362136234878113,multi-prefix,1,0.18015282042324543,0.0001,71.67548155784607
ETTm2,target_set_decoder_multiprefix,2,1.2842908027549509,0.31503304286813183,0.38225046320886685,0.07474296506580584,0.894514795723569,multi-prefix,1,0.17929004691541195,9.755282581475769e-05,69.89783954620361
ETTm2,target_set_decoder_multiprefix,3,1.2547578095929504,0.3120432096069614,0.3788348849445696,0.056769632899766956,0.8859449693480054,multi-prefix,1,0.1815669946372509,9.045084971874738e-05,73.07436871528625
ETTm2,target_set_decoder_multiprefix,4,1.2393131130680615,0.31026230942328464,0.3767530681658896,0.04505748608829202,0.8839933173191593,multi-prefix,1,0.18066902458667755,7.938926261462366e-05,66.61207246780396
ETTm2,target_set_decoder_multiprefix,5,1.229016222433694,0.3089253851662041,0.3751658981658777,0.03603213738908984,0.8840587001624715,multi-prefix,1,0.18159962445497513,6.545084971874738e-05,72.97725224494934
ETTm2,target_set_decoder_multiprefix,6,1.2213900939608173,0.30794307496039103,0.37385393589965166,0.028936286696006317,0.8845107337912997,multi-prefix,1,0.18499868921935558,5e-05,61.184669971466064
ETTm2,target_set_decoder_multiprefix,7,1.215533782961746,0.3072736209481379,0.3731460268087829,0.023637957394511428,0.8846222046029153,multi-prefix,1,0.18142768926918507,3.4549150281252636e-05,60.024699449539185
ETTm2,target_set_decoder_multiprefix,8,1.2110807965851198,0.30654287710785866,0.37224200366489213,0.0200465403004589,0.8844913802897147,multi-prefix,1,0.183440824970603,2.061073738537635e-05,63.32568860054016
ETTm2,target_set_decoder_multiprefix,9,1.2085325757048766,0.30625737635382816,0.371865347401746,0.017972072543267117,0.8843031275916744,multi-prefix,1,0.1812391858547926,9.549150281252633e-06,60.385990142822266
ETTm2,target_set_decoder_multiprefix,10,1.207319812309788,0.3060504654889862,0.37170204534608886,0.01705932240792942,0.8842100226625973,multi-prefix,1,0.18242669105529785,2.4471741852423237e-06,59.33976888656616
Weather,prefix_conditioned_stochastic_k2,1,0.48997558647975165,0.3595723720126204,0.4169487671570227,0.08001475818186245,0.5038845634040849,stochastic-prefix,2,0.5027932524681091,0.0001,71.29651832580566
Weather,prefix_conditioned_stochastic_k2,2,0.41779022023673523,0.3431213053770444,0.40343951382791954,0.025555832130794116,0.49113082877672964,stochastic-prefix,2,0.4954480081796646,9.755282581475769e-05,70.8203809261322
Weather,prefix_conditioned_stochastic_k2,3,0.39568035309925836,0.3381241327588739,0.39997357641101317,0.009617324931957232,0.47938895247042823,stochastic-prefix,2,0.49372635036706924,9.045084971874738e-05,70.94639444351196
Weather,prefix_conditioned_stochastic_k2,4,0.39067162562578595,0.3367713418409282,0.39787108892245415,0.006667127337269754,0.4723315700781044,stochastic-prefix,2,0.4903995245695114,7.938926261462366e-05,70.73781418800354
Weather,prefix_conditioned_stochastic_k2,5,0.3863491107195293,0.3345454282628285,0.39633866388767636,0.004997727173272964,0.4680595548036727,stochastic-prefix,2,0.49145905673503876,6.545084971874738e-05,70.87417221069336
Weather,prefix_conditioned_stochastic_k2,6,0.3847855050049534,0.334540510274443,0.39525846028801337,0.003695706281279775,0.46549287591707833,stochastic-prefix,2,0.4915718361735344,5e-05,73.69746232032776
Weather,prefix_conditioned_stochastic_k2,7,0.37965995032972377,0.33060240190113066,0.3944232944762233,0.0026416729359016737,0.4641587558582371,stochastic-prefix,2,0.4916962757706642,3.4549150281252636e-05,87.98449444770813
Weather,prefix_conditioned_stochastic_k2,8,0.3813107279448733,0.3331145134751117,0.3937738452523624,0.0018373975486768617,0.46358817100309724,stochastic-prefix,2,0.4916723817586899,2.061073738537635e-05,87.44381356239319
Weather,prefix_conditioned_stochastic_k2,9,0.378369895290812,0.3307569174075815,0.39334330901449766,0.0012734852051858316,0.46339492618176914,stochastic-prefix,2,0.4906497299671173,9.549150281252633e-06,87.74768018722534
Weather,prefix_conditioned_stochastic_k2,10,0.3783518281439151,0.3310163674156588,0.3930180850657315,0.0009999571405712596,0.46335503071654144,stochastic-prefix,2,0.49128979444503784,2.4471741852423237e-06,87.29571866989136
Weather,target_set_decoder_multiprefix,1,0.4878179169249879,0.3584327455139332,0.414875113227092,0.07897476862362898,0.5041040252046894,multi-prefix,1,0.5021640360355377,0.0001,120.31386280059814
Weather,target_set_decoder_multiprefix,2,0.414902779814999,0.34155290772876157,0.40209882165765937,0.024166911994258366,0.49182960377595913,multi-prefix,1,0.49440140277147293,9.755282581475769e-05,123.25685453414917
Weather,target_set_decoder_multiprefix,3,0.394693344185929,0.3373902482569002,0.3988055079529862,0.009261712845455223,0.4804138289999876,multi-prefix,1,0.4933421239256859,9.045084971874738e-05,124.01197695732117
Weather,target_set_decoder_multiprefix,4,0.38887646339753046,0.335041563218251,0.3967022591065414,0.006495731457856077,0.4733916941747769,multi-prefix,1,0.49048934131860733,7.938926261462366e-05,123.96179795265198
Weather,target_set_decoder_multiprefix,5,0.3852270433026961,0.33344317052768885,0.3952649737361966,0.004869978385305012,0.4691389434658233,multi-prefix,1,0.49113214015960693,6.545084971874738e-05,127.1348807811737
Weather,target_set_decoder_multiprefix,6,0.3825844749539337,0.3323369474294814,0.39423589034523776,0.00359217320116647,0.46655353884942263,multi-prefix,1,0.49137623608112335,5e-05,125.01483845710754
Weather,target_set_decoder_multiprefix,7,0.380523532091065,0.3314419470808136,0.39337105532630684,0.002559816145375102,0.465217688857218,multi-prefix,1,0.49127501994371414,3.4549150281252636e-05,125.77371263504028
Weather,target_set_decoder_multiprefix,8,0.3790130729010389,0.33078244758857284,0.39272914299680867,0.001766681435054827,0.46463943181377887,multi-prefix,1,0.49155545979738235,2.061073738537635e-05,152.21252155303955
Weather,target_set_decoder_multiprefix,9,0.3780126718784067,0.3303588360063866,0.3922532467097582,0.0012085127354463368,0.46445323069603434,multi-prefix,1,0.4902684688568115,9.549150281252633e-06,123.29307699203491
Weather,target_set_decoder_multiprefix,10,0.37749499647410767,0.33011252691276666,0.3919535686231692,0.0009410134558683591,0.4644145637158883,multi-prefix,1,0.49096983671188354,2.4471741852423237e-06,122.08755469322205
