dataset,horizon_bin,start_horizon,end_horizon,fused_mse,row_oracle_mse,row_oracle_gain_over_fused_percent,best_mean_arm_scope,best_mean_arm_mse,best_mean_arm_gain_over_fused_percent,usage_scope_1,usage_scope_48,usage_scope_144,usage_scope_360,usage_scope_720
ETTh1,h1_48,1,48,0.6528097983594873,0.836548380100159,-28.145806359280634,720,1.055263523425329,-61.649461462926716,0.08739745904430289,0.08438324790964866,0.10728229263245394,0.08716488463078005,0.6337721457742703
ETTh1,h49_96,49,96,0.9820154013651883,1.030559905835785,-4.94335469719831,720,1.2531920804085515,-27.61430000653513,0.0873434657468991,0.08433574268786104,0.1072294281221448,0.08697967339926925,0.6341117189361893
ETTh1,h97_144,97,144,1.2268340274998923,1.1421073529692745,6.906123618308701,720,1.3740432478434297,-11.999114553704393,0.08729497817760971,0.08429618660586402,0.10719849694247617,0.08665654620085136,0.6345538218511406
ETTh1,h145_192,145,192,1.4189451976106755,1.2727713962836968,10.30158187737743,720,1.5492992720956962,-9.18668844325492,0.08730617233707741,0.08431388875045369,0.10725407363256964,0.08626538507949182,0.634860509955939
ETTh1,h193_288,193,288,1.554321843026983,1.4924321086531653,3.98178373748449,720,1.7035001922560604,-9.597648640037004,0.08741666198514612,0.08442407235534719,0.10745721003921693,0.08569614361121254,0.6350059418335636
ETTh1,h289_336,289,336,1.5852826509795013,1.5526641243119996,2.057584282988756,720,1.7053284212722049,-7.572515236858912,0.08753316655140359,0.08453149180690633,0.10765306764382825,0.08524484907795876,0.6350374548569339
ETTh1,h337_512,337,512,1.5301998463602948,1.6371277572867016,-6.987839606750934,720,1.7790864886435387,-16.264976295432334,0.08764943940224032,0.08463446012366084,0.1078561988956017,0.08491639335378547,0.6349435375377003
ETTh1,h513_720,513,720,1.5304730909020683,1.6153267944508558,-5.544279350823111,720,1.843369833380575,-20.444445860468143,0.08752160815350549,0.08454756999779041,0.10783319615816152,0.08460585843152825,0.635491804298157
ETTh2,h1_48,1,48,0.21934519764835078,0.20320158760852208,7.3599104119479115,360,0.2959237869501034,-34.91236194034286,0.11335175350547791,0.1122301399063558,0.11780523795861321,0.1531026322960286,0.503510266532584
ETTh2,h49_96,49,96,0.3218943112147068,0.2737153449189429,14.967324558782913,360,0.3708485929465838,-15.208184806728076,0.1133507170148084,0.11223504204287511,0.11788137711339779,0.15298571839604538,0.5035471755651943
ETTh2,h97_144,97,144,0.3828989092405959,0.3239155491332441,15.404421032259819,360,0.4169370634354483,-8.889592885589659,0.1133612519742209,0.1122560246366794,0.1180268617486886,0.15276989642509253,0.5035859956443921
ETTh2,h145_192,145,192,0.44792598635742015,0.3586124725506035,19.939346348963415,360,0.4477409368121923,0.0413125272620829,0.11344325352873137,0.11235019825696906,0.11826159753983528,0.15252873592840638,0.5034162449101475
ETTh2,h193_288,193,288,0.5389143065077985,0.4542512513818496,15.709929037618487,360,0.5684402109487442,-5.478775397943236,0.11393039194970324,0.11285131076073635,0.11889292501391395,0.15240396099998574,0.5019214413683326
ETTh2,h289_336,289,336,0.6262655756510168,0.531510685980389,15.130144998330463,720,0.6718174325453821,-7.273568700788502,0.1148356334330003,0.11376151166806543,0.11978387021239045,0.1526686197516544,0.49895039520142626
ETTh2,h337_512,337,512,0.7296376145406516,0.627790794311898,13.95854849024909,360,0.771038204690238,-5.6741304620993915,0.11618309207799934,0.11509614962614827,0.12087568667453587,0.15342194718499172,0.4944231545654443
ETTh2,h513_720,513,720,0.9184229197095418,0.790901625983203,13.884811777853756,360,0.9485677846149546,-3.282242228334886,0.11577619305539881,0.11465865848637063,0.12040273650077934,0.15325287791659672,0.495909571982568
ETTm1,h1_48,1,48,0.361742828257826,0.581445074096676,-60.73437499699676,720,0.7881839674510579,-117.88516755038287,0.09226752559712789,0.08799390427188104,0.10119820263962584,0.09355498583583352,0.6249854114169092
ETTm1,h49_96,49,96,0.49208481443699253,0.5413026024862247,-10.001891260461605,720,0.7399574677994993,-50.37193713163137,0.09192252922624061,0.08764847157118785,0.10088942317044726,0.09318727625420786,0.6263523292661806
ETTm1,h97_144,97,144,0.6333571014194608,0.5803406278764255,8.370707997781402,720,0.8507379435383995,-34.32200280564493,0.09136720641284461,0.0870892803135059,0.10040212625269024,0.09256027510810541,0.6285811416914272
ETTm1,h145_192,145,192,0.699812949585421,0.5953325992251676,14.929753789516042,720,0.8676315247461808,-23.980490109561114,0.09081092946754533,0.08652225025649068,0.09993143514185399,0.09185469320584999,0.6308807215544359
ETTm1,h193_288,193,288,0.8472721607520879,0.8414168088846659,0.6910827640347006,720,1.0620128801521354,-25.34495163979318,0.09043917824995262,0.08611832466758666,0.09966492533029644,0.09110427784070411,0.6326733233657268
ETTm1,h289_336,289,336,0.9630703394348222,0.9124793064582608,5.253098439959302,720,1.1107513615346092,-15.334396258787653,0.09067112747347497,0.08630861914190624,0.09993585741589933,0.09089993762136017,0.6321844881304164
ETTm1,h337_512,337,512,1.0976053744254135,1.077583886439757,1.8241062272620012,720,1.2362906121234682,-12.63525497683129,0.09072203076775266,0.08634785026558628,0.09987519153038667,0.09096220552271696,0.6320927513104225
ETTm1,h513_720,513,720,1.3100382970364841,1.2801724022857386,2.2797726462124746,720,1.4451511164227504,-10.313654165066243,0.08653150123874417,0.08233968748070997,0.0954282536302723,0.08870696935224297,0.6469936253511859
ETTm2,h1_48,1,48,0.09694205845925075,0.1363638571831667,-40.665320450655365,720,0.15910748808686312,-64.12637674053867,0.061362085691964774,0.058168761099315465,0.07393646921628388,0.04776988429326755,0.7587628264151074
ETTm2,h49_96,49,96,0.138340518680177,0.16035311312046802,-15.91189237274795,720,0.2014614351271568,-45.62720817384394,0.061597362715753744,0.05839096653257491,0.07419182301543799,0.04773700325179925,0.7580828715095534
ETTm2,h97_144,97,144,0.18072429635891368,0.17379105416879723,3.8363641910920565,720,0.25028917645078885,-38.49226777661436,0.062003801093079965,0.058775095351392456,0.07463207783929308,0.0476878730316656,0.7569011796769841
ETTm2,h145_192,145,192,0.20952670106315882,0.18376690598397444,12.294277983892599,720,0.276213229800501,-31.827222210328454,0.06248101897809984,0.05922687947379075,0.07514692706911162,0.04765457615005467,0.7554906252429916
ETTm2,h193_288,193,288,0.24555211979974204,0.21646395369484744,11.846025246541226,720,0.3054124726329972,-24.377860342673397,0.06310265665600895,0.05981878818124732,0.07580878908036073,0.04772278543021235,0.7535470073237651
ETTm2,h289_336,289,336,0.27756330460947953,0.24488947169969486,11.77166879309045,720,0.3209693454170895,-15.638249036082241,0.06346519047828406,0.06017000151684484,0.0761798929847028,0.04793756810218119,0.7522473739929203
ETTm2,h337_512,337,512,0.3305791809654101,0.3094842768611938,6.381195586065525,720,0.3521931239321088,-6.53820452442837,0.06317246621258198,0.059913038441455006,0.07581821960173038,0.04830749382781391,0.7527888110824825
ETTm2,h513_720,513,720,0.40179486393218555,0.37797052765798833,5.929477555048656,720,0.41544172958573516,-3.396475883238992,0.062069059666179906,0.058892382135601225,0.07456680811153374,0.048152082414955014,0.756319704709106
Weather,h1_48,1,48,0.3500923702417957,0.41789038073773865,-19.365749230443786,720,0.5494496620346184,-56.94419779989326,0.1091185770972614,0.10206996704281313,0.10357660292761744,0.046521556157794346,0.6387133240061131
Weather,h49_96,49,96,0.45629317578017164,0.4851212991139507,-6.3178949114214955,720,0.6798796679765192,-49.00062154426452,0.10919685340619435,0.10212535307985604,0.10351360238611487,0.04629067727068418,0.6388735406950421
Weather,h97_144,97,144,0.48367741746734305,0.47510053336312397,1.7732653612669846,720,0.6693687118457502,-38.39155761100728,0.109295911959248,0.1021806564667199,0.10337037219328979,0.04584158784825079,0.6393115011959636
Weather,h145_192,145,192,0.5275148701916007,0.4781328049459001,9.361265063061508,720,0.6902998691351456,-30.85884553063294,0.10939542599789755,0.10222533536660028,0.10319083210841075,0.04529479120332751,0.6398936428912455
Weather,h193_288,193,288,0.5768620036480627,0.5497423231185277,4.701242300243525,720,0.7163804838388567,-24.18576354630433,0.10957063985076188,0.1023563706461437,0.1030279538548863,0.044826655490777106,0.6402184072122191
Weather,h289_336,289,336,0.6143410158572356,0.5504125158600914,10.406028304644444,720,0.7311179721150421,-19.008490926632838,0.10960086089692316,0.10243699217439584,0.10289488041206114,0.044983869796365934,0.6400834249343247
Weather,h337_512,337,512,0.6485579561170485,0.6454606648234267,0.4775658465691279,720,0.7326238293203414,-12.961967764083848,0.10871280390200574,0.10173851322456301,0.10215252269769486,0.04547447048560341,0.6419217209584424
Weather,h513_720,513,720,0.6751906934104605,0.6547617755941253,3.025651570098886,720,0.7181289822729142,-6.359431384571956,0.1073849196887141,0.10035434778802411,0.10115027417479766,0.044045657086266295,0.6470648372744964
